id,Statement,Image,Web,Category,Date,Label
55957,Fact Check: The truth about Tablighi Jamaat celebrating PM Modi's birthday inside Nizamuddin Markaz.Fact Check: ANI Claims 'Muslim Community' Celebrated PM Modi's Birthday Outside Nizamuddin Markaz,https://www.thestatesman.com/wp-content/uploads/2020/01/prashant-1.jpg,AUGMENT,COVID-19,,Fake
55958,Can I get coronavirus from currency notes and coins? Fact Check.Fact Check: Is Google Pay really giving us free money through online scratch cards?,https://www.thestatesman.com/wp-content/uploads/2020/10/QT-Central-Vigilance-Commission.jpg,AUGMENT,COVID-19,,Fake
55959,"Are workers from 1990-2020 liable to receive Rs.120,000 as Covid-19 relief? Fact Check.Fact Check: No, the Government is NOT providing Rs 11,000 scholarship...",https://www.thestatesman.com/wp-content/uploads/2020/01/Vijayan-1.jpg,AUGMENT,COVID-19,,Fake
55960,"Fact Check: Nagma goofs up again, calls anti-govt activist Vajpayee?s niece.Fact Check: Nagma goofs up again, calls anti-govt activist Vajpayee’s niece",https://www.thestatesman.com/wp-content/uploads/2020/05/mumbai-hc.jpg,AUGMENT,POLITICS,,Fake
55961,Fact Check: Soleimani?s funeral procession passed off as anti-NRC protest in Delhi.Fact Check: Photo of Eid procession in Bangladesh passed off as CAB protest in Mumbai,https://www.thestatesman.com/wp-content/uploads/2019/12/mas.jpg,AUGMENT,VIOLENCE,,Fake
55962,AAP uses a picture from Netherlands to promote Delhi?s new Signature Bridge.AAP Uses Stock Photo From Slovakia To Show Well-Lit Road In Delhi,https://www.thestatesman.com/wp-content/uploads/2021/01/pjimage-2021-01-20T125235.665.jpg,AUGMENT,VIOLENCE,,Fake
55963,"No, the photographs of RSS workers engaging in relief work are not from Cyclone Fani.These amazing videos are NOT of Diwali celebration at naval base",https://www.thestatesman.com/wp-content/uploads/2020/03/covid-1.jpg,AUGMENT,VIOLENCE,,Fake
55964,Video Game Clip Revived Falsely Claiming IAF Air Strikes In PoK.Viral video of IAF strike on Balakot is actually from a video game,https://www.thestatesman.com/wp-content/uploads/2020/03/Rijiju-1.jpg,AUGMENT,VIOLENCE,,Fake
55965,Fact Check: BJP?s claim about Telangana Congress manifesto is misleading.Fact Check: Karnataka BJP shares fake letter involving Sonia Gandhi,https://www.thestatesman.com/wp-content/uploads/2019/12/IU.jpg,AUGMENT,MISLEADING,,Fake
55966,"Fact Check: No, the viral photo of eco bridge is not from the Netherlands.Fact Check: This is not the video of missing IAF pilot",https://www.thestatesman.com/wp-content/uploads/2019/08/ossc.jpg,AUGMENT,POLITICS,,Fake
55967,Fact Check: Did Rajasthan Congress workers shout pro-Pakistan slogans?.Fact Check: Did Mamata’s goons attack Hindus at a BJP rally in Kolkata?,https://www.thestatesman.com/wp-content/uploads/2019/08/bengal.jpg,AUGMENT,POLITICS,,Fake
55968,Fact Check: Was Gandhi family celebrating birthday as scientists used bicycle to carry rocket parts?.Fact Check: This image of men in police gear and civil clothes is not linked to farmers? stir,https://www.thestatesman.com/wp-content/uploads/2019/08/f9e226100c36ff728e542cf9f7278b18.jpg,AUGMENT,COVID-19,,Fake
55969,"2016 Clip Of Kejriwal Alleging Owaisi-Shah 'Secret Deal' For Bihar....Fact Check: No, Akbaruddin Owaisi is not pleading for help because of Amit Shah",https://www.thestatesman.com/wp-content/uploads/2020/05/Rawat.jpg,AUGMENT,GOVERNMENT,,Fake
55970,Did Nirmala Sitharaman Slam Arvind Kejriwal On Free Metro Rides For....Fact Check: Bhajan kirtans part of Ram Navami processions in Srinagar since 2007,https://www.thestatesman.com/wp-content/uploads/2019/12/babri.jpg,AUGMENT,MISLEADING,,Fake
55971,Video Of Professor Hameeda Nayeem Shared As Maharaja Hari Singh's....Fact Check: Picture Of Former Cricketer Navjot Singh Sidhu And Yograj...,https://www.thestatesman.com/wp-content/uploads/2020/01/sars-1.jpg,AUGMENT,MISLEADING,,Fake
55972,Did people in Saudi Arabia protest against PM Modi?.Did people protest against PM Modi in Saudi Arabia? Here?s the...,https://www.thestatesman.com/wp-content/uploads/2020/06/QT-nisarga.jpg,AUGMENT,GOVERNMENT,,Fake
55973,Fact Check: Kane Williamson did not ask New Zealand government to....Fact Check: Australia captain Aaron Finch did not make this statement...,https://www.thestatesman.com/wp-content/uploads/2019/09/Shah.jpg,AUGMENT,GOVERNMENT,,Fake
55974,Fact Check: Video Of Rally In Kishtwar Shared As BJP Raising....Fact Check: Old video of Nihang Sikh rally falsely linked to...,https://www.thestatesman.com/wp-content/uploads/2019/08/CHINMAYANAD.jpg,AUGMENT,VIOLENCE,,Fake
55975,Fact Check: Old Unrelated Video Shared As Rohingya Muslims Threatening Hindus In West Bengal.Fact Check: Old Video Circulated In Social Media Claims Chandrashekhar Azad Beaten Up In Rajasthan,https://www.thestatesman.com/wp-content/uploads/2019/12/Cabinet-1.jpg,AUGMENT,VIOLENCE,,Fake
55976,Lady in the viral picture with Adithya Thackeray is NOT Rhea Chakraborty.Bollywood actress with Aaditya Thackeray in viral image is not Rhea Chakraborty,https://www.thestatesman.com/wp-content/uploads/2019/11/rape-1.jpg,AUGMENT,MISLEADING,,Fake
55977,Fact Check: TRAI has not recommended 11-digit mobile numbers in India;....Fact Check: IPS Vinay Tiwari has not been transferred to CBI...,https://www.thestatesman.com/wp-content/uploads/2020/12/QT-Farmer-UP.jpg,AUGMENT,POLITICS,,Fake
55978,Narendra Modi cancels his Japan visit. Manmohan To Sue Narendra Modi For Snatching ?Maun? Tag From Him,https://www.thestatesman.com/wp-content/uploads/2020/06/India-China-border-new-1-1.jpg,AUGMENT,GOVERNMENT,,Fake
55979,Fact Check: BrahMos launch video shared with false claims of failure.Fact Check: BrahMos launch video shared with false claims of failure,https://www.thestatesman.com/wp-content/uploads/2020/01/dilip.jpg,AUGMENT,MISLEADING,,Fake
55980,Fact Check: This Picture of Man With Saffron Flag Is NOT....Fact Check: This picture of PM Modi holding a placard is...,https://www.thestatesman.com/wp-content/uploads/2020/12/metro.jpg,AUGMENT,GOVERNMENT,,Fake
55981,Fact check: This disturbing viral video of animal cruelty is not of COVID-19 vaccine test.Fact check : Viral video claiming Covid-19 vaccine contains microchip is altered,https://www.thestatesman.com/wp-content/uploads/2019/12/Assam-3.jpg,AUGMENT,MISLEADING,,Fake
55982,Fact Check: Old Video Circulated With Claim Of BJP Leader Garlanded With Shoes During Bihar....Fact Check: Old Video Of People Meeting Rajnath Singh Shared With Claim Of Them Demanding Repeal Of...,https://www.thestatesman.com/wp-content/uploads/2020/05/sonia.jpg,AUGMENT,VIOLENCE,,Fake
55983,"Fact Check: No, PM Modi has not announced another Covid-19 lockdown.No, PM Modi Has Not Announced An Internet Shutdown During Lockdown",https://www.thestatesman.com/wp-content/uploads/2020/02/chirag-1.jpg,AUGMENT,COVID-19,,Fake
55984,Fact Check: Old image of Egyptian child kidnapper passed off as Jamia protester.Fact Check: Video of self-immolation passed off as RSS men setting Christian couple on fire,https://www.thestatesman.com/wp-content/uploads/2020/04/morari.jpg,AUGMENT,VIOLENCE,,Fake
55985,Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh.Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh,https://www.thestatesman.com/wp-content/uploads/2020/02/dead-body-1.jpg,AUGMENT,POLITICS,,Fake
55986,Fact Check: Old video of Punjab protest against Article 370 shared....Fact Check: Old video from Kashmir shared as protest against revocation of Article 370,https://www.thestatesman.com/wp-content/uploads/2020/11/QT-Bhagwan-Birsa-Munda.jpg,AUGMENT,VIOLENCE,,Fake
55987,Fact Check: Seven-year-old image from UP wrongly linked to farmers? agitation.Fact Check: Two-year-old clip of man blackening Hindi text on signboard linked to farmers? stir,https://www.thestatesman.com/wp-content/uploads/2020/04/COVID-4.jpg,AUGMENT,VIOLENCE,,Fake
55988,"No, BJP Karnataka Official Handle Did Not Call Jyotiraditya Scindia A....Fact Check: Jyotiraditya Scindia to stay in BJP... at least for now",https://www.thestatesman.com/wp-content/uploads/2020/05/Air-India-3.jpg,AUGMENT,POLITICS,,Fake
55989,NewsMobile Fact Check Wrap.NewsMobile Fact Checker Wrap,https://www.thestatesman.com/wp-content/uploads/2020/02/police.jpg,AUGMENT,MISLEADING,,Fake
55990,Fact Check: This video has nothing to do with anti-CAA stir in Uttar Pradesh.Fact Check: This shelling video has nothing to do with ongoing India-Pakistan conflict,https://www.thestatesman.com/wp-content/uploads/2020/01/Kejriwal-new.jpg,AUGMENT,VIOLENCE,,Fake
55991,Fact Check: Old video of jawans injured in bus accident linked to Galwan valley clash.Fact Check: Video showing Indian soldiers fleeing after misfiring gun not from the recent Galwan Valley stand-off,https://www.thestatesman.com/wp-content/uploads/2019/12/QT-health-fair.jpg,AUGMENT,VIOLENCE,,Fake
55992,Fact Check: Picture of a Gurukul in West Bengal shared as....Fact Check: Old video of sloth bears in India shared as...,https://www.thestatesman.com/wp-content/uploads/2020/02/HC-1.jpg,AUGMENT,VIOLENCE,,Fake
55993,"Fact Check: No, clapping together at 5 pm during Janta curfew will not kill coronavirus.Fact Check: No, clapping hands in Janata Curfew does NOT kill Coronavirus",https://www.thestatesman.com/wp-content/uploads/2020/04/QT-Anurag-Srivastava.jpg,AUGMENT,GOVERNMENT,,Fake
55994,"Fact Check: Before Trump?s visit, slum image from Mumbai passed off as Gujarat on social media.Fact Check: Social Media Users Including BJP Leaders Try To Add Communal Angle To Hyderabad Vet's...",https://www.thestatesman.com/wp-content/uploads/2019/10/QT-Devender-Singh-Rana.jpg,AUGMENT,MISLEADING,,Fake
55995,Fact Check: Viral post appealing for Facebook shares for ?Covid-19 patient? is fictitious.Explainer: Is Facebook really tracking your Off-Facebook phone activity on a daily basis?,https://www.thestatesman.com/wp-content/uploads/2021/01/dal-lake-freez.jpg,AUGMENT,MISLEADING,,Fake
55996,Fact Check: 2018 video of Varanasi flyover collapse shared with misleading claims,https://www.thestatesman.com/wp-content/uploads/2020/03/PM-NEW.jpg,AUGMENT,MISLEADING,,Fake
55997,Fact Check: Biden didnâ€™t ignore India; foreign leaders are not invited to US Presidential inauguration,https://www.thestatesman.com/wp-content/uploads/2020/08/sbi-getty-federal-bank-ed-1.jpg,AUGMENT,GOVERNMENT,,Fake
55998,Fact Check: This â€˜Islamophobicâ€™ news headline about Kerala cricketer Azharuddeen is fake,https://www.thestatesman.com/wp-content/uploads/2019/09/gigh-court.jpg,AUGMENT,MISLEADING,,Fake
55999,"Fact Check: After Capitol Hill siege by Trump supporters, Merkelâ€™s parody tweet goes viral",https://www.thestatesman.com/wp-content/uploads/2020/05/oli.jpg,AUGMENT,MISLEADING,,Fake
56000,Fact Check: PM Modi never said Vajpayee started the first Metro in India,https://www.thestatesman.com/wp-content/uploads/2020/04/COVID.jpg,AUGMENT,GOVERNMENT,,Fake
56001,Fact Check: This Christmas tree lighting is not at Dubai airport,https://www.thestatesman.com/wp-content/uploads/2020/11/QT-Blast-in-Ahmedabad-factory.jpg,AUGMENT,VIOLENCE,,Fake
56002,Fact Check: Old video of Khalistan supporters linked to ongoing farmersâ€™ protest,https://www.thestatesman.com/wp-content/uploads/2019/10/QT-ramamurthy.jpg,AUGMENT,VIOLENCE,,Fake
56003,Fact Check: Unmasking a fraud running â€˜govtâ€™ schemes in PM Modiâ€™s name,https://www.thestatesman.com/wp-content/uploads/2020/09/sachin.jpg,AUGMENT,GOVERNMENT,,Fake
56004,"Fact Check: Did Pakistan MPs chant â€˜Modi, Modiâ€™ inside Parliament?",https://www.thestatesman.com/wp-content/uploads/2021/01/bsf.jpg,AUGMENT,GOVERNMENT,,Fake
56005,Video of Congress members assaulting IDBI employee in August viral as attack by Shiv Sena,https://www.thestatesman.com/wp-content/uploads/2020/08/Rhea-new.jpg,AUGMENT,POLITICS,,Fake
56006,Fact Check: 'Story' Of Teacher Bullied During Online Class Shared As News,https://www.thestatesman.com/wp-content/uploads/2020/08/ram.jpg,AUGMENT,MISLEADING,,Fake
56007,Video from Sri Lanka viral as burqa-clad man caught in polling booth in India,https://www.thestatesman.com/wp-content/uploads/2019/08/iStock-596084330-4.jpg,AUGMENT,VIOLENCE,,Fake
56008,What?s wrong with ?Electoral Bonds??,https://www.thestatesman.com/wp-content/uploads/2020/08/RAVI-SHANKAR.jpg,AUGMENT,COVID-19,,Fake
56009,"This viral video of Irfan Pathan is not from Shaheen Bagh,...",https://www.thestatesman.com/wp-content/uploads/2019/07/JADHAV.jpg,AUGMENT,VIOLENCE,,Fake
56010,Fact Check: Did Tanzania Find Herbal Cure For COVID-19?,https://www.thestatesman.com/wp-content/uploads/2020/03/LS.jpg,AUGMENT,COVID-19,,Fake
56011,Fact Check: Goat Arrested For Not Wearing Mask? Police Rubbishes Claim,https://www.thestatesman.com/wp-content/uploads/2020/01/KERALA.jpg,AUGMENT,GOVERNMENT,,Fake
56012,Fact Check: Old video of overcrowded train in Bangladesh shared as...,https://www.thestatesman.com/wp-content/uploads/2020/11/covid-1.jpg,AUGMENT,VIOLENCE,,Fake
56013,"No, Prez Trump wasnÕt groping bikini-clad models, hereÕs the truth!",https://www.thestatesman.com/wp-content/uploads/2020/07/Vikas-Dubey.jpg,AUGMENT,GOVERNMENT,,Fake
56014,PMO Developed A Machine That Removes Brain From The Minister?s Skull And Put All The Guidelines Into It,https://www.thestatesman.com/wp-content/uploads/2019/12/unnao-1.jpg,AUGMENT,MISLEADING,,Fake
56015,"No, Hyderabad rape accused are not minors given fictional Hindu identities by police",https://www.thestatesman.com/wp-content/uploads/2019/12/police-line.jpg,AUGMENT,VIOLENCE,,Fake
56016,Fact Check: AAP MPÕs tweets on President Kovind not being invited...,https://www.thestatesman.com/wp-content/uploads/2020/07/wb-5.jpg,AUGMENT,GOVERNMENT,,Fake
56017,DonÕt believe this morphed video of Rahul Gandhi; hereÕs the truth,https://www.thestatesman.com/wp-content/uploads/2019/10/zakir-1.jpg,AUGMENT,GOVERNMENT,,Fake
56018,Fact Check: DonÕt believe this picture of Pak PM Imran Khan...,https://www.thestatesman.com/wp-content/uploads/2019/09/JAISHANKAR-1.jpg,AUGMENT,GOVERNMENT,,Fake
56019,Did Ram Nath Kovind say ÒIslam and Christianity are alien to the nationÓ?,https://www.thestatesman.com/wp-content/uploads/2020/10/pm-2.jpg,AUGMENT,POLITICS,,Fake
56020,Is this a rare video of Swami VivekanandaÕs speech in America?...,https://www.thestatesman.com/wp-content/uploads/2020/05/pokhran.jpg,AUGMENT,VIOLENCE,,Fake
56021,Fact Check: Was Burj Khalifa lit up with the Israeli Flag?...,https://www.thestatesman.com/wp-content/uploads/2019/09/up-1.jpg,AUGMENT,MISLEADING,,Fake
56022,Did former CEC say that EVMs were tampered with on ModiÕs...,https://www.thestatesman.com/wp-content/uploads/2020/02/convicts-1-1-1-1-1-1-1.jpg,AUGMENT,MISLEADING,,Fake
56023,Fake poster: Alt News logo misused to claim rape-accused not associated with AIMIM,https://www.thestatesman.com/wp-content/uploads/2019/04/Kanimozhi.jpg,AUGMENT,GOVERNMENT,,Fake
56024,Fact Check: Viral Graphic Claims PM Modi Never Imposed President's Rule,https://www.thestatesman.com/wp-content/uploads/2021/02/QT-Unnao.jpg,AUGMENT,MISLEADING,,Fake
56025,Screenshot Claiming Amit Shah To Change J&K Demographics Is Fake,https://www.thestatesman.com/wp-content/uploads/2020/02/shah-1-2.jpg,AUGMENT,POLITICS,,Fake
56026,Gazing into the crystal ball: A compilation of Subramanian SwamyÕs predictions for the future,https://www.thestatesman.com/wp-content/uploads/2019/12/ncp-new.jpg,AUGMENT,VIOLENCE,,Fake
56027,Video Of A Robbery In Delhi Peddled With False Claims About Migrants,https://www.thestatesman.com/wp-content/uploads/2019/08/QT-Kashmiri-students.jpg,AUGMENT,VIOLENCE,,Fake
56028,DonÕt fall for these FAKE TV grabs; hereÕs the Truth,https://www.thestatesman.com/wp-content/uploads/2019/11/Sharad-2.jpg,AUGMENT,GOVERNMENT,,Fake
56029,Fact Check: Old video of stone pelting on Bihar CM Nitish...,https://www.thestatesman.com/wp-content/uploads/2019/11/pc-1.jpg,AUGMENT,VIOLENCE,,Fake
56030,Are these thermal images of Chandrayaan 2Õs ÔVikramÕ lander? HereÕs the...,https://www.thestatesman.com/wp-content/uploads/2020/01/Ramchandra-Guha-1.jpg,AUGMENT,VIOLENCE,,Fake
56031,"New set of videos viral in Gujarat, child abduction rumours continue unabated",https://www.thestatesman.com/wp-content/uploads/2020/04/kasjhmir.jpg,AUGMENT,VIOLENCE,,Fake
56032,Media misreports: BJP MLAâ€™s daughter Sakshi Mishra and her husband kidnapped outside Allahabad HC,https://www.thestatesman.com/wp-content/uploads/2020/09/kangana.jpg,AUGMENT,VIOLENCE,,Fake
56033,Old video resurfaces to falsely claim Congress workers raised â€˜Pakistan Zindabadâ€™ slogans,https://www.thestatesman.com/wp-content/uploads/2020/10/QT-PLA.jpg,AUGMENT,VIOLENCE,,Fake
56034,â€œSonia Gandhi hates Hindusâ€: A fake citation ascribed to Pranab Mukherjeeâ€™s memoir,https://www.thestatesman.com/wp-content/uploads/2020/08/ak-1-1.jpg,AUGMENT,COVID-19,,Fake
56035,Not a picture of â€˜Rohingyas eating Hindusâ€™. It is a Tibetan funeral ritual,https://www.thestatesman.com/wp-content/uploads/2020/01/ayurveda.jpg,AUGMENT,VIOLENCE,,Fake
56036,The faces behind Facebook page â€˜Jay Modirajâ€™ â€“ A factory of hate and misinformation,https://www.thestatesman.com/wp-content/uploads/2020/05/SHERGILL.jpg,AUGMENT,GOVERNMENT,,Fake
56037,Fact-check: Did an official Pakistani Defence account retweet Rahul Gandhiâ€™s tweet?,https://www.thestatesman.com/wp-content/uploads/2020/08/Bhushan-4.jpg,AUGMENT,GOVERNMENT,,Fake
56038,Alt News exposÃ©: An attempt to build online public opinion against farmersâ€™ long march,https://www.thestatesman.com/wp-content/uploads/2019/08/ADEEB.jpg,AUGMENT,POLITICS,,Fake
56039,Aaj Takâ€™s attempt at whitewashing a fake quote broadcasted on its show,https://www.thestatesman.com/wp-content/uploads/2019/09/063_1174898258.jpg,AUGMENT,GOVERNMENT,,Fake
56040,Fake Ministry of Health â€˜advisoryâ€™ about Coronavirus viral on social media,https://www.thestatesman.com/wp-content/uploads/2020/10/modernaa.jpg,AUGMENT,MISLEADING,,Fake
56041,Fake Twitter accounts created in Dr Kafeel Khan and his wife Shabista Khan’s name,https://www.thestatesman.com/wp-content/uploads/2020/10/hath-1.jpg,AUGMENT,MISLEADING,,Fake
56042,Old image from 2016 falsely shared as BJP leader Kapil Mishra’s sister married a Muslim man,https://www.thestatesman.com/wp-content/uploads/2020/03/pres.jpg,AUGMENT,VIOLENCE,,Fake
56043,"Jean DrÃ¨ze is an Indian National, repeating a lie will not change the FACT",https://www.thestatesman.com/wp-content/uploads/2019/09/jethmalani-1.jpg,AUGMENT,POLITICS,,Fake
56044,"Response by Dr Makarand Paranjape to Dr Chinnaiah Jangamâ€™s rebuttal â€œAre you stating Facts, Dr Paranjape?â€",https://www.thestatesman.com/wp-content/uploads/2019/09/ab4d47c0baaba1c589285217d7aece9f.jpg,AUGMENT,POLITICS,,Fake
56045,"â€œAre you Stating Facts, Dr. Makarand Paranjape?â€, Dr. Chinnaiah Jangam presents his side of the story",https://www.thestatesman.com/wp-content/uploads/2020/06/bjp-1.jpg,AUGMENT,POLITICS,,Fake
56046,"Victimâ€™s sister arrested for the murder of an RSS worker, BJP had blamed Congress and â€˜Jihadistâ€™",https://www.thestatesman.com/wp-content/uploads/2020/03/Pinarayi.jpg,AUGMENT,VIOLENCE,,Fake
56047,"Meet Anil Upadhyay, A Fictional Politician Made Up By India's Fake...",https://www.thestatesman.com/wp-content/uploads/2019/12/QT-Priyanka-Gandhi-2.jpg,AUGMENT,POLITICS,,Fake
56048,Fake Video Claiming Pakistanis Staged A Mock Funeral For Modi And...,https://www.thestatesman.com/wp-content/uploads/2020/01/VERDICT-1.jpg,AUGMENT,VIOLENCE,,Fake
56049,"J&K Police Slams Madhu Kishwar, Calls Her Tweet On Burhan Wani...",https://www.thestatesman.com/wp-content/uploads/2019/10/Chidambaram-new.jpg,AUGMENT,POLITICS,,Fake
56050,"No, Girl In Viral Video is Not Kathua Rape Victim",https://www.thestatesman.com/wp-content/uploads/2020/10/ha.jpg,AUGMENT,VIOLENCE,,Fake
56051,Did Mamata Banerjee Say That She Will Not Work With Rahul Gandhi? A...,https://www.thestatesman.com/wp-content/uploads/2020/01/Mamata-new-1.jpg,AUGMENT,POLITICS,,Fake
56052,Fact Check: Video Of A Mock Drill By Delhi Police Shared As 'Terrorist ...,https://www.thestatesman.com/wp-content/uploads/2020/09/dog.jpg,AUGMENT,VIOLENCE,,Fake
56053,Fact Check: Photo Showing Ravish Kumar Disguised As Muslim Woman At...,https://www.thestatesman.com/wp-content/uploads/2021/01/admin-ajax.jpeg,AUGMENT,VIOLENCE,,Fake
56054,"No, this is not a photo of dead cows in India.Fact check: This man is not the killer of pregnant elephant in Kerala",https://www.thestatesman.com/wp-content/uploads/2019/12/Sanjay-Raut.jpg,AUGMENT,MISLEADING,,Fake
56055,"No, this video does not show Cyclone Fani hitting India’s east coast.No, this video does not show a cyclone damaging a bridge in India",https://www.thestatesman.com/wp-content/uploads/2018/08/Sasikala.jpg,AUGMENT,VIOLENCE,,Fake
56056,"No, this video does not show police in Delhi blocking an ambulance to make way for the motorcade of India’s opposition party chief.No, this video does not show Indian police blocking an ambulance for the motorcade of a ruling party politician",https://www.thestatesman.com/wp-content/uploads/2020/03/Delhi-HC-1.jpg,AUGMENT,POLITICS,,Fake
56057,"No, this video does not show the flag of India’s ruling Bharatiya Janata Party being waved in a province in Pakistan.No, this video does not show Pakistan flags being waved in India by supporters of the opposition Indian National Congress party",https://www.thestatesman.com/wp-content/uploads/2020/06/rajnath-1.jpg,AUGMENT,POLITICS,,Fake
56058,This is an AFP photo of a policeman threatening a child with a baton during clashes in Bangladesh in 2010.This photo from a 2016 anti-racism protest in the US has been doctored,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-tejashvi.jpg,AUGMENT,VIOLENCE,,Fake
56059,"No, this is not a real photo of Indian opposition politicians waiting to meet Pakistan Prime Minister Imran Khan.No, this is not a real photo of Pakistani Prime Minister Imran Khan having dinner with Indian Prime Minister Narendra Modi",https://www.thestatesman.com/wp-content/uploads/2020/05/modi-3.jpg,AUGMENT,POLITICS,,Fake
56060,This video shows a flyover performance by the Italian Air Force on Republic Day in Rome.Video of policeman set on fire from Mexico is being circulated as and incident from Italy.,https://www.thestatesman.com/wp-content/uploads/2019/11/isi.jpg,AUGMENT,VIOLENCE,,Fake
56061,"No, Indian politician Priyanka Gandhi did not meet Pakistan’s army chief in Dubai on Feb 7, 2019.No, Indian Prime Minister Narendra Modi did not meet Hafiz Saeed, the head of a UN and US-listed terrorist organisation",https://www.thestatesman.com/wp-content/uploads/2020/12/army-1.jpg,AUGMENT,GOVERNMENT,,Fake
56062,"No, this is not a video of communal violence in India’s Rajasthan.No, this is not a video of Islamic terrorism in India",https://www.thestatesman.com/wp-content/uploads/2020/11/bjp.jpg,AUGMENT,VIOLENCE,,Fake
56063,"No, these photos do not show Hindus being attacked by 'goons' working for an Indian state's chief minister.Fact Check: Pakistan's former ISI DG Hamid Gul's son tweets misleading video of Kashmir",https://www.thestatesman.com/wp-content/uploads/2019/10/Modi-Xi-Wuhan.jpg,AUGMENT,VIOLENCE,,Fake
56064,New hoax circulates online that India has outlawed social media posts about COVID-19.Hoax circulates in India that government has banned coronavirus-related posts on social media,https://www.thestatesman.com/wp-content/uploads/2020/06/QT-amit-shah.jpg,AUGMENT,COVID-19,,Fake
56065,Fact Check: Is Aarohi Pandit the first woman pilot to fly across the Atlantic Ocean?.Fact Check: The woman in this viral picture is not IAF pilot Abhinandan's wife,https://www.thestatesman.com/wp-content/uploads/2020/06/covis.jpg,AUGMENT,MISLEADING,,Fake
56066,"Did a Pakistani man named Farid Khan wore the Indian Flag dress and during India Vs Pakistan match, urinated in the oval gallery and also got arrested? Fact Check!.Fact Check: Why Rakhi Sawant was draped in the Pakistani flag",https://www.thestatesman.com/wp-content/uploads/2019/07/Kashmir.jpg,AUGMENT,POLITICS,,Fake
56067,The viral video of the hotel engulfed in fire is not from Mumbai.Fact Check: Viral video of raging fire is not from Mumbai,https://www.thestatesman.com/wp-content/uploads/2019/09/Punjab-1.jpg,AUGMENT,MISLEADING,,Fake
56068,Video of policeman set on fire from Mexico is being circulated as and incident from Italy..Fact Check: This viral video of mass graves is not from Italy but from a TV series,https://www.thestatesman.com/wp-content/uploads/2020/04/mumbai-2.jpg,AUGMENT,VIOLENCE,,Fake
56069,Is the girl receiving the Corona vaccine the daughter of Russian President Vladimir Putin? Know the truth behind this picture!.Fact Check: The woman in this viral picture is not IAF pilot Abhinandan's wife,https://www.thestatesman.com/wp-content/uploads/2020/04/sonia-2-3.jpg,AUGMENT,COVID-19,,Fake
56070,"WHO declared Coronavirus as COVID-19 which stands for Corona Virus Disease NOT China Outbreak Virus In December 19.This woman is an ordinary volunteer in Russia’s coronavirus vaccine trial, state media reports",https://www.thestatesman.com/wp-content/uploads/2020/04/pres.jpg,AUGMENT,COVID-19,,Fake
56071,An Old Video from the US is Falsely being Shared as footage of an Italian Billionaire Committing Suicide Due To Coronavirus.This video of allegedly infected notes thrown on the road with the intention of spreading coronavirus in Delhi is fake.,https://www.thestatesman.com/wp-content/uploads/2020/04/priya.jpg,AUGMENT,VIOLENCE,,Fake
56072,Viral Posts about the Death of Nurse Komal Mishra from Yavatmal are FAKE.Don’t believe Dr Manisha Patil’s death rumor; Here is the truth about the viral photo,https://www.thestatesman.com/wp-content/uploads/2020/04/SC.jpg,AUGMENT,MISLEADING,,Fake
56073,"This is not Pista House in Hyderabad. This video is of Treat Bakery in Karachi, Pakistan.No, this is not a video of communal violence in India’s Rajasthan",https://www.thestatesman.com/wp-content/uploads/2019/10/Rahul-2.jpg,AUGMENT,VIOLENCE,,Fake
56074,"Fact Check: Amid Coronavirus lockdown, has a herd of deer come out onto Coimbatore roads?.Fact Check: Amid Coronavirus lockdown, have peafowls come out onto Coimbatore roads?",https://www.thestatesman.com/wp-content/uploads/2020/03/police-2.jpg,AUGMENT,COVID-19,,Fake
56075,"Fact Check: Amid Coronavirus lockdown, have peafowls come out onto Coimbatore roads?.Fact Check: Amid Coronavirus lockdown, has a herd of deer come out onto Coimbatore roads?",https://www.thestatesman.com/wp-content/uploads/2020/04/Modi-Trump.jpg,AUGMENT,COVID-19,,Fake
56076,"Fact Check: Sword in viral image does not belong to Maharana Pratap.Fact Check: No, Ram Jethmalani did not pen this viral poem",https://www.thestatesman.com/wp-content/uploads/2019/08/BISWA.jpg,AUGMENT,MISLEADING,,Fake
56077,Fact Check: Viral video of Amitabh Bachchan praising Nanavati Hospital COVID warriors was released in April.Old video of Amitabh Bachchan thanking doctors resurfaces with false claims,https://www.thestatesman.com/wp-content/uploads/2020/08/pm-1.jpg,AUGMENT,VIOLENCE,,Fake
56078,Fact Check: COVID-19 cannot be transmitted from smoke released during cremation of victims.Can the smoke from the cremation of COVID-19 victims spread virus?,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-Nitish-Kumar.jpg,AUGMENT,COVID-19,,Fake
56079,"Viral video of `COVID suspect’ being chased is a Dubai returnee from Kerala, NOT Hyderabad.HoaXposed: Man beating a ‘naga sadhu’ in viral video is not a Muslim",https://www.thestatesman.com/wp-content/uploads/2021/03/QT-Priyanka-Gandhi-in-Mahapanchayat.jpg,AUGMENT,VIOLENCE,,Fake
56080,Fact Check: Is this picture of vendors practicing social distancing in....Fact Check: Social media raps a flawed tune. Eminem is not down with coronavirus,https://www.thestatesman.com/wp-content/uploads/2019/12/train.jpg,AUGMENT,COVID-19,,Fake
