Statement,Label
fact check no pakistan is not visible from mehrangarh fort in jodhpur delhi govt says air pollution was lowest in yrs this diwali fact partly true,0
fact check no pm modi didn t claim crore houses were built by his government million toilets built but claim that india free of open defecation not true,0
fact check no banks are not going to have five day week the year in five fact checks,0
fact check anti encroachment drive in jaipur passed off as police action after nrc citizenship amendment act protests tracked so far for against,0
pm modi has not announced any internet ban due to covid misinformation covid misinformation rose with rising confirmed cases,0
fact check old picture of chinese aggression passed off as recent crisis in ladakh fact check image of traffic jam in china shared as german protest against fuel price hike,0
fact check is this antarctica as seen from space not really fact check nasa has nothing to do with this edited image of the sun s surface,0
fact check fake aap candidates list goes viral with communal spin fact check list of up congress minority cell members viral with communal twist,0
fact check is the magic number for covid patients fact check no boyfriend no entry these college circulars are too filmy to be true,0
fact check no pm modi didn t claim crore houses were built by his government fact check no policemen in delhi haven t resigned in support of farmers,0
fact check no this is not abvp man in the garb of delhi police fact check dr kafeel khan was not part of tractor rally in delhi on republic day,0
video of desecrated idols of goddess kaali passed off as recent edited clip of mamata reciting islamic prayers linked to netaji event controversy,0
fact check old video from kashmir shared as protest against revocation of article fact check edited clip of mamata reciting islamic prayers linked to netaji event controversy,0
fact check don t believe this story about an year old boy suffering from covid fact check decade old image of friday namaz at us capitol hill viral with misleading claims,0
fact check did former european commission prez say indian voters are foolish fact check biden didn t ignore india foreign leaders are not invited to us presidential inauguration,0
fact check old kumbh mela photos passed on social media as recent ones fact check morphed images of thailand floods inundate social media,0
fact check know the truth behind owaisi s claim about freedom fighters names on india gate fact check bill gates never said covid vaccines will kill or disable lakh people,0
fact check blood clot the main reason for covid death claims conspiracy theory bill gates vaccines and population control make for infectious conspiracy theory,0
fact check no harvard university did not give credit to kumbh mela over fifa world cup fact check hima das has not yet qualified for the tokyo olympics,0
fact check here is the true story behind this unique breastfeeding photo going viral fact check know the truth behind google s self driving bicycle,0
video of bsp leader s protest shared with misleading claims fact check ex army man s video in support of farmers protest shared with misleading claims,0
fact check the news of attack on amit shah with rotten eggs is misleading fact check fake national geographic magazine cover featuring farmers protest goes viral,0
video from meerut shared as man killed in delhi over headphones row fact check farmer seen collapsing on video at singhu border has not passed away,0
fact check netizens fall for parody account of macron congratulating india on rafale fact check netizens mistake artwork for cloud pattern over mumbai,0
fact check truth behind farewell video of british airways staff fact check fake news of pakistan pilot urinating in f cockpit shared as dawn report,0
video of football fans clash in switzerland passed off as the recent sweden riots fact check fifa world cup win celebrations in paris viral as march against covid curbs,0
fact check take this novel coronavirus vaccine claim with a pinch of salt fact check this is not the childhood family photo of covid vaccine inventor,0
fact check no this is not a photo of cyclone vayu fact check this is not a wuhan lab that obama was visiting,0
fact check old video of modi manmohan meet goes viral with misleading claim fact check fictitious post about tomar linking adani ambani with farm laws goes viral,0
fact check did rahul gandhi goof up on paddy price during chhattisgarh rally fact check canadian mp jack harris not kamala harris tweeted on farmers stir in india,0
is this bleeding jnu student injured by police when protesting against fee hike fact check fact check man with bandaged eye viral as ex armyman injured during farmers protest,0
fact check did rajasthan congress workers shout pro pakistan slogans fact check did cops nab muslim sdpi activist disguised as sikh in farmers protest,0
fact check one year old videoclip of cyclone fani passed off as cyclone amphan on social media fact check video of flooded marina beach shared as recent cyclone nivar visuals in chennai,0
fact check no this is not hima das s family celebrating her win fact check no trump did not pay tribute to singer madonna instead of maradona,0
fact check video of bks iyengar shared as pm modi performing yoga fact check video of bks iyengar shared as pm modi performing yoga,0
fact check no jio has not offered rs free recharge amid coronavirus lockdown fact check no pm modi has not announced another covid lockdown,0
fact check did tmc insult the tricolour here s the truth fact check reports claiming bjp s role behind trupti desai s visit to sabarimala are fake,0
no this video does not show yogi adityanath bursting firecrackers on fact check viral video of yogi adityanath burning crackers is not from diwali,0
fact check no this is not hima das s family celebrating her win fact check joe biden is not apologising to the daughter of a race victim here,0
fact check misleading claim on controversial frdi bill goes viral with old video fact check cylinder explosion in roorkee goes viral with misleading claim,0
fake letter claims pm modi endorses giriraj singh as next bihar cm fact check fake letter claims pm modi wants giriraj singh as chief minister of bihar,0
fact check no pm modi was not watching the imran khan donald trump meet on the big screen fact check no former pm manmohan singh is not a chief guest at joe biden s swearing in ceremony,0
fact check these are not kashmiri girls involved in a sex racket in kulgam fact check no bsf jawans were killed in this bus accident in bihar,0
fact check old video of modi manmohan meet goes viral with misleading claim fact check morphed screengrab of rana ayyub s old interview goes viral with false claims,0
did pak mps chant modi modi in parliament no they re chanting fact check did pakistan mps chant modi modi inside parliament,0
fact check four year old incident of nude protest goes viral as atrocity on christian couple fact check year old protest video against street prayers revived after beheading of teacher in paris,0
fact check the news of attack on amit shah with rotten eggs is misleading fact check donald trump s filthy remark on india s air quality goes viral with misleading claims,0
fact check netizens fall for parody account of macron congratulating india on rafale fact check netizens fall for fake twitter account impersonating shatrughan sinha s son,0
fact check the viral story of this injured palestinian boy is not true fact check braveheart who saved girl from miscreants goes viral with a twisted story,0
fact check dead monk smiling even after a hundred years no here is the truth about the viral pic fact check know about the man smiling in the face of death literally,0
fact check this woman abused by policemen is not the hathras victim s mother fact check this is not the juvenile involved in nirbhaya s gang rape and murder,0
fact check no this us hospital didn t say alcohol can keep covid at bay fact check kirron kher didn t say rapes cannot be stopped as it s part of our culture,0
fact check co workers prank goes viral with deadly claim fact check dad spoofs maternity shoot pics go viral with misleading claim,0
fact check did rajasthan congress workers shout pro pakistan slogans fact check bengal bjp chief posts misleading tweet to depict farmers support for modi,0
fact check did tmc insult the tricolour here s the truth fact check madras high court did not change its logo to hindi,0
fact check manmohan changing his seat in sonia s presence goes viral with wrong claim fact check manmohan changing his seat in sonia s presence goes viral with wrong claim,0
fact check justin trudeau did not back tamil nadu s anti hindi stir fact check justin trudeau did not back tamil nadu s anti hindi stir,0
fact check no icmr hasn t prescribed this drug to prevent covid fact check no icmr hasn t prescribed this drug to prevent covid,0
fact check the curious case of a desecrated kali idol in a bengal temple fact check the curious case of a desecrated kali idol in a bengal temple,0
fact check egypt pipeline fire goes viral as scenes from sweden riots fact check egypt pipeline fire goes viral as scenes from sweden riots,0
fact check don t slip over this rasbhari gossip with a pak twist fact check don t slip over this rasbhari gossip with a pak twist,0
fact check has sunni waqf board decided to build babri hospital on the acre land allotted in ayodhya fact check has sunni waqf board decided to build babri hospital on the acre land allotted in ayodhya,0
fact check italy s republic day ceremony passed off as france s farewell to rafale fact check italy s republic day ceremony passed off as france s farewell to rafale,0
fact check aiims did not issue this misleading statement on corona symptoms fact check aiims did not issue this misleading statement on corona symptoms,0
fact check this girl with a beautiful voice is not related to kishore kumar fact check this girl with a beautiful voice is not related to kishore kumar,0
fact check false claims of rajiv gandhi at ram temple bhoomi pujan go viral fact check false claims of rajiv gandhi at ram temple bhoomi pujan go viral,0
fact check netizens fight over this stunning waterfall here s the truth fact check netizens fight over this stunning waterfall here s the truth,0
fact check gujarat s rani ki vav shared as palace built by chola emperor for wife fact check gujarat s rani ki vav shared as palace built by chola emperor for wife,0
fact check did bipin rawat seek army chief s dismissal over ladakh crisis fact check did bipin rawat seek army chief s dismissal over ladakh crisis,0
year old video of imran khan losing his cool falsely linked to fact check yr old video of sharad pawar being slapped shared as,0
fact check was gandhi family celebrating birthday as scientists used bicycle to carry rocket parts fact check did congress workers feed cake to a poster of,0
did alok verma help mallya flee what s the fact fact check did social activist anna hazare join bjp here s the,0
fact check did a woman throw dirty water at arvind kejriwal fact check did delhi cm arvind kejriwal support farm laws here s,0
fact check did a policeman get beaten up while enforcing corona lockdown fact check did a farmer die after being shot at during,0
from india censoring internet archive to no night on aug not real fact check pictures from jammu shared as latest images of,0
fact check is this little boy crossing into jordan alone after losing his family in syria war fact check did a man from the minority community kill an,0
fact check no this is not hima das s family celebrating her win fact check is joe biden seen apologising to the daughter of,0
fact check no clapping together at pm during janta curfew will not kill coronavirus fact check no americans did not die within hours,0
fact check is india really no country for women fact check has golden girl hima das qualified for tokyo olympics,0
fact check old video of street brawl linked to eid celebrations fact check a picture from kolkata pride parade shared with,0
fact check no this woman was not shot by the indian army and she is not a kashmiri fact check is this picture of an indian soldier martyred in,0
fact vs fiction did narendra modi sell tea did rahul gandhi enter a fact check did cm kejriwal offer namaz at jama masjid on,0
fact check why atal bihari vajpayee arrived in parliament on bullock cart fact check is this former pm atal bihari vajpayee s picture with,0
fact check did tmc insult the tricolour here s the truth fact check don t believe this fake cnn graphic about side effect,0
video from cyclone vardah shared as cyclone fani ians tweets old fact check did amit shah disrespect tagore during his recent west,0
fact check did wayanad celebrate rahul gandhi s victory with pakistani flags fact check did soldiers return shaurya chakra awards to support,0
fact check this is not a picture of beirut after the blasts fact check is the little girl in the picture serving langar,0
fact check does pm modi really have aversion to colour green as shashi tharoor alleged fact check mukesh ambani s meeting with capt amarinder singh falsely claimed,0
the truth behind a viral video claiming a man was jabbing school fact check man being beaten by a mob in this viral,0
fact check no this chaiwala is not the brother of yogi adityanath fact check has sardar vallabhbhai patel airport been renamed as adani,0
fact check are policemen protesting against caa nrc fact check no aap leaders are not protesting against farm laws,0
fact check did former top cop of mumbai ahmed javed take re salary fact check did bjp mp sanjay dhotre recently say let farmers,0
old video of priyanka gandhi vadra losing her cool revived with fact check did bollywood actor hrithik roshan take part in the,0
did former veep disrespect the national anthem by not saluting a fact check did farmers disrespect the indian national flag during the,0
fact check viral photo of cyclist on temple wall is not from india fact check a picture of people holding black banner is,0
did akshay kumar ask people to donate to an army welfare fund a fact check did kamala harris extend support to protesting farmers in,0
hyderabad floods old photos falsely shared as congress leaders fact check picture shared as farmers demanding restoration of article,0
clip of kejriwal alleging owaisi shah secret deal for bihar fact check did smriti irani meet aimim leader asaduddin owaisi for,0
fact check is the magic number for covid patients fact check can mrna covid vaccine change human dna here s the,0
fact check no banks are not going to have five day week fact check no centre has not decided to close schools and,0
old unrelated video shared claiming kerala police crackdown on fact check edited old videos being shared as gas explosion in,0
no this is not a polling officer alleging rigging during bihar fact check did a polling officer admit to rigging in bihar,0
fact check is the magic number for covid patients fact check are the burqa clad women in this viral photo,0
indian government is not giving rs to each citizen fact check fact check is govt providing jobs to one member of each,0
fake photo of rahul gandhi looking at a racy pic other news you fact check cricketer rohit sharma s photo was not displayed on burj,0
fact check did protestors storm the white house in the us fact check don t fall for false claims of congress leaders partying,0
pragya thakur was not years old at the time of babri masjid fact check foot long snake rescued in vijaywada wrongly attributed to hyderabad,0
fuel price pinch in india viral pic claiming german mass protest is fact check has india s imports from china increased by in,0
photo of a blogger shared as an ias topper introducing her father and fact check newspaper clipping of a teenager offering eyes to,0
did pradhan mantri bharatiya janaushadhi pariyojana pmbjp issue a home quarantine schedule fact check fact check did samajwadi party supremo mulayam singh yadav pass away,0
fact check iaf did not conduct airstrike in nepal nor was its jet shot down fact check iaf sukhoi fighter jet has not been shot down,0
no this is not a polling officer alleging rigging during bihar fact check is the man in the picture with bjp leaders,0
fact check uttar pradesh cm yogi adityanath never claimed that he was god fact check did uttar pradesh cm yogi adityanath defend the accused,0
fact check no rahul gandhi has not retracted from the promise of loan waiver fact check has home minister amit shah been flown to new,0
did pm fm seek out manmohan singh s advice on the economy old video fact check did rahul gandhi cut former pm manmohan singh s birthday,0
fact check jyotiraditya scindia to stay in bjp at least for now fact check picture of kisan march shared as a,0
fact check is the magic number for covid patients fact check doctored video of pm modi viral here s the truth,0
fact check russian rocket crash passed off as iran s failure fact check did china fire a missile amid border standoff with,0
pm s mother hiraben showing anti modi message fact check fact check did shiv sena members assault an idbi bank manager,0
video from cyclone vardah shared as cyclone fani ians tweets old fact check as india inducts rafale jets old pictures of air,0
fact check viral video of mudslide is not from india fact check location of old molestation video from andhra pradesh shared,0
fatwa against priya varrier indiatimes verified handles fall for fact check indian railways is not being fully privatized here s the,0
fact check did kashmir witness stone pelting like this viral post claims fact check don t believe this false news of a hindu idol,0
fact check this is the truth behind pm s claim on new airports fact check here s the truth behind this road sign stating fuel,0
fact check did tmc insult the tricolour here s the truth fact check here s the truth behind this picture of ssr s sister,0
jnu protests photo of mphil student shared as year old muslim from fact check did uk pm boris johnson apologise for colonial rule,0
rs note banned from dec fact check fact check don t fall for this old newspaper report of forced,0
fact check love in the time of corona know the truth behind this viral image fact check here s the truth behind this morphed picture of pm,0
wood you believe it stock images go viral as furniture at omar don t fall for this covid con the claims that apps can,0
did mim leader asaduddin owaisi wrote a letter to the un stating that muslims are not safe in india fact check did aimim chief asaduddin owaisi deny the existence of covid here s,0
can you use the national flag as your profile picture a factcheck fact check don t fall for this fake picture of sachin pilot,0
fact check who did not say that covid is getting weaker fact check kp oli did not make any statement about newton,0
are covid dead bodies being thrown into the ganga are covid patients dead bodies being disposed off in the ganges,0
fact check viral post claiming modi govt killed more terrorists than that of manmohan singh is false fact check injured sikh soldier with pm modi is not bjp,0
video of professor hameeda nayeem shared as maharaja hari singh s fact check manmohan singh was not the prime minister of india,0
fact check are the bus drivers in japan on strike fact check are japanese boycotting products from the us since,0
dhoni joining congress no that s bad photoshop fact check jack ma did not say for people in business,0
fact check no icmr hasn t prescribed this drug to prevent covid fact check bill gates and dr fauci did not violate social,0
mock drill at ahmednagar bus stand falsely shared as terror attack in fact check video of crowd at territorial army recruitment camp,0
indian government is not giving rs to each citizen fact check fact checked voters will not have to pay rs if,0
hoax messages about social media surveillance and other news you the govt letter asking people to not share political post online,0
fact check now fake news floods kerala fake news buster newsmobile fact check wrap,0
fact check no this fountain is not powered by om this girl is not holding this placard here is the fact,0
fact check no the woman in the viral photo is not parle g girl fact checked the woman in this viral picture is not wing,0
fact check did the judge who acquit swami aseemanand in mecca masjid blast case join bjp fact check raga ghulam nabi were not taking oath against hinduism,0
gruesome video of a man hacked to death in bihar falsely shared as tmc following pulwama attack old video of a man falsely identified as,0
fake video clip of rahul gandhi s rally and other news you almost no the man in this viral video is not the saudi,0
no a pornhub notification did not pop up during cnn s election fact check syed salahuddin didn t contest assembly polls on a congress,0
fact check no priyanka gandhi is not drunk in this viral video fact check this man in the viral video is not hardik,0
fact check is this a photo of mahatma gandhi s assassination this photo of rajiv and rahul gandhi is not from indira s,0
fact check is this a photo of mahatma gandhi s assassination poster claiming rahul gandhi s dna doesn t match with rajiv gandhi s is,0
fake photo of ap used as police action on kashmir protesters congress posted old images to attack bjp government,0
pakistani website spreads fake news that f aircraft manufacturer this website claiming to allot lpg distributorships of oil companies is,0
no this is not a video of indian soldiers dancing to celebrate a recent airstrike on pakistan these amazing videos are not of diwali celebration at naval base,0
fact check did pm modi send his chopper to ferry dera chief ram rahim no pm modi did not ask a child to say rahul,0
fact check did rahul gandhi call sushant singh rajput a cricketer in his condolence tweet kamal nath tweets bangladesh s picture to slam shivraj singh led mp,0
did hyderabad police ban kite flying no truth is different india s masala king is not dead,0
video of bohra muslims rally in bangalore passed off as jammu digvijay tried to slam up government on healthcare but shared picture,0
these viral photos have nothing to do with vidyasagar s statue vandalism this church in spain did welcome ganesha but not this year,0
fact check no delhi public school is not selling masks to students convent schools in india are not teaching students obscene dance,0
fact check did burqa replace khaki for an ips officer in maharashtra iit bhu has not introduced an adarsh bahu course,0
fact check netizens book seats for fake news on theatres reopening newsmobile fact checker wrap,0
fact check truth behind farewell video of british airways staff newsmobile fact checker brief,0
did owaisi supporters walk out after he criticised modi false claim kim jong un did not give death punishment to one of,0
did smriti irani really praise arvind kejriwal arvind kejriwal didn t fly to islamabad to congratulate imran khan,0
this video has no relation with coronavirus maximum city flooded but this viral video does not belong to,0
no these pics don t show tejashwi yadav receiving a youngest kiren rijiju praises pm modi s efforts toward sports but tweets brazilian,0
fact check viral claims about sambit patra s removal as bjp spokesperson are false rape charges against bjp spokesperson sambit patra false,0
fact check did scindia remove bjp from his twitter bio files related to nirav modi s rs cr scam did not,0
fact check don t believe this picture of ranu mandal meeting lata mangeshkar amitabh bachchan didn t say the things on this viral picture,0
video of nirmala sitharaman touch the feet of slain jawan s mother former cec tn seshan is very much alive his wife passed,0
fake viral social media messages claim rbi to shut down public congress runs a twitter poll based on a fake news,0
image of eid prayers at delhi s feroz shah kotla passed off as last the true story of modi nawaz meet and why barkha dutt got,0
fact check old protest images shared as photos of bengal violence fact check collage of old images shared to portray delhi police instigated republic day violence,0
no these photos do not show hindus being attacked by goons working for an indian state s chief minister media agencies present incomplete information saying us backs india s new farm laws,0
this fabricated video has been designed by adding pictures and videos of old incidents held in different cities it is being spread with the claim that the videos represent the current situation o fact check old video shared with false claim of it showing crowd at borivali station mumbai on,0
fake news d j vu video of jilted man mistaken for a terrorist goes fact check old image from anti caa protest goes viral claiming civilian posed as cop during,0
fact check did pm modi top the list of most honest politicians surveyed in the us fact check old photo of bihar s tableau shared with claim of tableau of uttar pradesh during sp s,0
fact check gory video of man with severed head goes viral on social media with wrong claim fact check clipped video shared on social media claiming rahul gandhi opposes farm loan waiver,0
fact check on website allegations over coronavirus fund by telugu actor vijay devarakonda fact check video viral with claim of karnataka medical officials fake covid vaccination,0
fact check brahmos launch video shared with false claims of failure fact check video of minor beheaded by relative shared with child lifting hoax,0
fact check video of atrocities on women in jodhpur passed off as plight of hindus in pakistan fact check old video of people meeting rajnath singh shared with claim of them demanding repeal of,0
fact check social media users give misleading twist to pm modi s concept of janta curfew fact check social media hoax links bird deaths to reliance jio s g trial,0
old india today video falsely shared as inciting anti modi slogans in fact check from punjabi artist impersonating as indian soldier to up govt s ad in time magazine,0
fact check bhajan kirtans part of ram navami processions in srinagar since fact check fake claim of vandalisation of idol in lakshmi narasimha swamy temple in andhra pradesh,0
viral newspaper clip claiming rahul gandhi called baniyas thieves is fact check screenshot of tweet from ranjan gogoi s parody account condemning farmers protest goes,0
facebook post falsely claims kamal nath won asia s most honest fact check india tv s anchor rajat sharma falsely claims countries have booked billion doses,0
fact check no farmer who sent his earnings to pmo in protest was not asked to pay online fact check no extra charges will be deducted for paying through upi as claimed by social media,0
fact check girl in viral pic with rahul gandhi is not the face of jamia protests fact check no the viral video is not of hindus standing against stone pelting in ujjain,0
no these photos do not show a pothole on an indian expressway inaugurated by indian prime minister narendra modi in fact check pm modi never said vajpayee started india s first metro,0
old video shared to claim muslims lynched hindu man but it s from bangladesh fact check old unrelated video shared as rohingya muslims threatening hindus in west bengal,0
fact check viral claim of evms being stolen in up s chandauli is false fact check fake quote of imran khan refusing to share corona vaccine goes viral,0
fact check dancing video of old woman passed off as pm modi s mother hira ben fact check photo of pm modi alongside a lady shared claiming her to be jashodaben,0
fact check new name of train is not vande mataram express fact check no indian railways is not owned by adani wilmar,0
fact check viral message claiming kiran bedi as new governor of j k is false fact check bsp chief mayawati has not submitted any memorandum to up governor anandiben patel over,0
fact check old video of people punching trump dummy resurfaces with wrong claim fact check old image shared with false claim of farmer stepping on indian national flag,0
modi govt s char dham project in uttarakhand gets an african facelift except it s not real fact check central govt isn t providing jobs under ek parivar ek naukri scheme,0
fact check no pm modi was not watching the imran khan donald trump meet on the big screen fact check no pm modi has not announced lockdown in five states as claimed by a viral video,0
video of lathi charge on hindu jagran manch resurfaces as attack on fact check video of celebration of holi using gunshots viral with claim of diwali celebrations in,0
fact check viral claim of mp police busting a child kidnapping ring is not true fact check false claim of congress leader ayub khan marrying his daughter goes viral,0
image of amit shah dining with mamata banerjee revived with false fact check old image of mamata banerjee and amit shah viral with claim of them discussing west,0
fact check was this year old man killed in police action against caa protestors here s the truth fact check old video viral with claim of gathering during funeral of yr old boy who beheaded his,0
fact check old video of people punching trump dummy resurfaces with wrong claim fact check video of boy with voter slip printing machine shared with false claim of bjp s attempt,0
fact check covid rumours about hyderabad hospital circulate on social media fact check false rumours of kapil dev s death circulate on social media,0
fact check rahul and priyanka gandhi s old video shared with coronavirus twist fact check old photo of yogi adityanath patting a child shared with fake emotional story,0
fact check did bjp leader tajinder bagga wear a t shirt that called pm modi a thief fact check did public chase away bjp leader wearing pm modi s mask in bihar,0
no ncp leader sanjay shinde was not an accused in palghar lynching even after ed clarification of no link between pfi bhim army rumor mongering still on,0
fact check now laxmi faces the chhapaak of fake news fact check times now india today share unrelated photo as atal tunnel,0
fact check no this is not abvp man in the garb of delhi police fact check is maharashtra govt official crying over covid situation in the state,0
no a groom was not shamed for writing chowkidaar chor hai on his fact check kangana ranaut claims she was forced to vote for shiv sena was she,0
fact check old image of mob attack victim painted in love jihad hues fact check incident of honor killing falsely shared as love jihad case,0
fact check old image from bangladesh falsely circulated as that depicting miserable life in indian slums fact check old photo shared as hindu doctor cremated by muslims in pune,0
fact check zuckerberg never said this about the jai shri ram slogan fact check did mark zuckerberg say jai shri ram is written on facebook over crore times,0
video of professor hameeda nayeem shared as maharaja hari singh s fact check mughal gardens at rashtrapati bhavan renamed to dr rajendra prasad garden,0
fact check are lions being used to enforce lockdown in russia fact check are infrared thermometers harmful,0
fact check blog claims man choked to death on rasgulla celebrating isro s failure to contact vikram does drinking appy fizz cause cancer or kurkure contain plastic false claims resurface,0
fact check khadi india is not selling three masks for rs fact check govt of india is not selling masks for rs khadi india files police complaint,0
fact check the viral video about bomb at delhi metro was not a mock drill fact check video of a mock drill by delhi police shared as terrorist caught in gaffar market,0
fact check despite downslide rupee still stronger than bangladeshi taka fact check did indian rupee become weaker than bangladeshi taka,0
video of truck running over a cop in china shared as india fact check video of a truck crashing into a helicopter in brazil viral as punjab,0
fact check clickbait facebook post on covid urging for shares gone viral fact check is nokia giving free smartphones amid covid crisis,0
fact check ambanis to help kangana with rs crore for new studio fact check is central govt distributing rs to every girl child under pm kalyan aashirvad,0
old unrelated video shared claiming kerala police crackdown on fact check old video shared with claim of dead bodies dumped outside gandhi hospital hyderabad,0
fact check is the magic number for covid patients fact check dogs roaming in osmania hospital hyderabad during covid times,0
fact check fake names of hyderabad rape accused go viral with communal twist fact check murder of student in hyderabad shared with misleading communal claims,0
fact check is this bharat biotech vp taking the first dose of anti covid drug covaxin fact check first dose of covaxin administered on bharat biotech vice president vk srinivas,0
fact check the infant murdered in aligarh was not raped reveals post mortem report fact check no woman hanging in viral post was not killed by a muslim,0
fact check old unrelated video of bats streaming out from a roof linked to coronavirus outbreak fact check video viral with claim of covid patients out in public places in pune,0
fact check viral claim of ambedkar statue damaged by bjp mla is misleading fact check govt warning of massive phishing attack is real,0
fact check netizens fall prey to british pm boris johnson s imposter account offering apology for colonial rule in india fact check dubious infographic stating risk of community transmission in indian states propagated,0
hoaxposed aap s alka lamba tweets fake photo of pre poll survey deletes fact check pib fact check erroneously debunks up stf advisory to uninstall chinese apps as,0
fact check this covid prescription is not given by delhi s sir ganga ram hospital fact check this viral prescription by sir ganga ram hospital on covid is fake,0
fact check viral claim of boy dying due to birthday bumps is false fact check old unrelated picture shared as injured pregnant cow from himachal pradesh,0
fact check viral post saying bill gates violated social distancing norms is misleading fact check did bill gates and dr anthony fauci violate social distancing norms,0
no this is not footage of cyclone fani in the bay of bengal fact check video of cyclone fani shared with claim of destruction by cyclone amphan in west bengal,0
pakistani defence analyst tweets hyderabad murder video with communal fact check video from pakistan falsely shared as people violating lockdown rules in hyderabad s,0
fact check another social media conspiracy linking bill gates to coronavirus surfaces fact check doctored crop circle image shared with claim linking bill gates to covid,0
fact check old video of man being thrashed falsely linked to corona lockdown fact check old video of deer playing by the sea resurfaces unrelated to covid lockdown,0
fact check old hoaxes about whatsapp malware go viral again fact check are viral photos of social distancing really from mizoram,0
the ministry of tourism has not issued any order of closing down restaurants till october fact check fake ministry of tourism circular claims restaurants shut till october,0
fatwa against priya varrier indiatimes verified handles fall for fact check did people in arunachal pradesh feast on king cobra due to scarcity of rice amidst,0
alok verma did not say that modi is the most corrupt did gautam gambhir say that his work is more important than,0
fact check don t fall for this fake news of covid don t believe the fake news of the demise of legendary singer,0
this shepherd girl did not grow up to be the french do people in norway give away surplus apples to the poor,0
this man is not carrying the horse because it was bitten did a dog travel more than km to bite its,0
no pm modi did not bow down in front of adani s delhi schools to remain closed till november due to air,0
fact check was bjp leader pankaja munde in tears after losing in maharashtra polls fact check bjp s pankaja munde was not crying over her defeat,0
were cops beaten up for enforcing lockdown here s the truth behind cops didn t open fire at student protestors here s the truth behind,0
fact check did kamala harris extend support to protesting farmers in did the govt announce as a nationwide helpline number for,0
pm modi didn t bow down in front of chinese prez xi did chinese prez xi jinping wear dhoti kurta while meeting pak pm,0
fact check did bjp mp pragya thakur insult people of delhi did delhi police stop an ambulance for bjp mp manoj tiwari s,0
fact check no the government is not providing rs scholarship fact check here s the truth about rs rs note,0
did pak pm imran khan promote namo sherwani here is the did pak pm imran khan hide when pm modi entered the,0
kareena kapoor khan pregnant again social media goes gaga with image alia bhatt ranbir kapoor s fake wedding picture goes viral,0
did srk donate money to pak gas tanker accident victims here s did saudi man accidentally buy airbus a s for son s birthday,0
fact check did bjp open its unit in balochistan did people in balochistan wave bjp flags here s the fact check,0
video of bsf jawan breaking down over land grab case falsely linked to did imran khan lose his calm at reporters after the scrapping,0
fact check did boston police damage their own car to blame on george floyd protesters don t believe this fake claim about cancellation of rbi officers leave,0
don t believe this fake picture of sanjay raut playing carrom in don t believe this picture of cricketers bowing down in front of,0
fact check don t fall for this morphed picture of amit shah amit shah didn t make this statement on fuel prices here s the,0
fact check did this man track down and brutally torture his three year old daughter s rapist did this man behead his sister s rapist here s the fact check,0
fact check kane williamson did not ask new zealand government to fact check australia captain aaron finch did not make this statement,0
did multiple bjp candidates get identical votes of did bjp mps in seven constituencies get votes here s the,0
tonnes gold reserves found in up and other news you almost don t believe the news of rbi sending tonnes of gold,0
fact check is it kangana ranaut vs shabana azmi once again not really did shabana azmi and kangana ranaut say this here s the truth,0
fact check video of rally in kishtwar shared as bjp raising digvijay tried to slam up government on healthcare but shared picture,0
in adolescence girls more in favour of equal rights than boys bihar study convent schools in india are not teaching students obscene dance,0
fact check after uproar peta billboards promoting vegan bakr eid pulled down in lucknow america s got talent sequence was not choreographed to sandese aate hai,0
did mamata banerjee not greet pm modi on his arrival in after resigning from abp news punya prasun bajpai is not joining,0
tushar gandhi wrongly tweets narendra modi never visited sabarmati ashram as cm arvind kejriwal didn t fly to islamabad to congratulate imran khan,0
fact check controversial polls by a different account on twitter drags in republic tv congress runs a twitter poll based on a fake news,0
fact check old picture of us president elect joe biden without mask fact check india was not invited in the swearing in ceremony of th us president joe biden,0
fact check cricketer rohit sharma s photo was not displayed on burj fact check from punjabi artist impersonating as indian soldier to up govt s ad in time magazine,0
fact check no modi govt is not introducing one nation one power tariff law fact check central govt isn t providing jobs under ek parivar ek naukri scheme,0
fact check fake quote of imran khan refusing to share corona vaccine goes viral fact check false claim of congress leader ayub khan marrying his daughter goes viral,0
fact check did public chase away bjp leader wearing pm modi s mask in fact check did public chase away bjp leader wearing pm modi s mask in bihar,0
case of mistaken identity unrelated video shared as doctor giving case of mistaken identity unrelated video shared as doctor giving medical advice amid covid,0
fact check hindu deities inscribed on east india company coins are false fact check coins with lotus and gods were not minted by british,0
fact check reports of amaravati farmer s self electrocution false does drinking appy fizz cause cancer or kurkure contain plastic false claims resurface,0
fact check old video of dogs roaming around in osmania hospital wards resurfaces amid pandemic fact check dogs roaming in osmania hospital hyderabad during covid times,0
fact check no delhi public school is not selling masks to students fact check are delhi public schools selling face masks at rs per piece,0
fact check bill gates and dr fauci did not violate social fact check did bill gates and dr anthony fauci violate social distancing norms,0
fact check no tollywood star pawan kalyan not provided with z security by centre fact check fake tweet attributed to rahul gandhi states an odd even plan to reopen schools,0
fact check ministry of tourism didn t ask hotels to remain closed till oct fact check fake ministry of tourism circular claims restaurants shut till october,0
fact check chetan bhagat s speech from falsely attributed to ratan fact check did people in arunachal pradesh feast on king cobra due to scarcity of rice amidst,0
fact check claim that ts govt included a chapter about ntr in th class textbooks recently is false fact check covid cure claims in up board s class textbook are false,0
fact check has china lifted ban on quran following coronavirus outbreak fact check hantavirus in china next outbreak on door,0
